p1_good	p2_good	p3_good	p4_good	p5_good	p6_good	p7_good	p8_good	p1_poor	p2_poor	p3_poor	p4_poor	p5_poor	p6_poor	p7_poor	p8_poor
217159_x_at	28.2	45.9	14.2	27.2	52.1	27.4	60.4	34.1	20.5	108.9	10.5	89.3	16.8	34.3	81.4	74.1
217160_at	15.4	15.4	24	14.4	12.4	67.4	23.4	22.8	42.7	76.3	9.1	38.3	22.6	53	59.3	24.9
217161_x_at	40	60.3	138.3	191.7	264.2	67.6	254.5	88.5	379.7	720.3	141.2	100.9	195.3	174.7	89.5	438.8
217162_at	18.2	41.4	25.9	26.6	26.2	33.5	27.5	27.1	66.3	99.6	28	53.2	25.9	31.6	78.7	53.5
217163_at	42.2	55.9	25.3	20.3	18.3	75.2	30.6	16.9	46.5	185.1	21.5	158.9	53.1	23	192.3	147.6
217164_at	503.9	715.7	515.3	322.6	570.7	479.8	541.3	657.2	387.1	633.8	579.4	264.3	545.2	558.3	615.6	725.4
217165_x_at	61.7	174.9	198.5	71.5	335.6	297.2	197.6	64.5	145.3	197.9	433.5	349.5	103.2	191.5	157.9	183.4
217166_at	270.2	234.8	199.8	246.8	223.8	153.3	218.7	186	410.8	131.9	122.4	270.9	144	195	145.1	162.1
217167_x_at	24	220.6	202	231.9	35.4	65.5	55.5	248.5	63.2	65.8	68.2	112.8	180.8	125.6	197.8	49.8
217168_s_at	20071.8	9517.6	8940.1	9765.2	7661.4	5817.1	10864.2	7876.7	9995.3	5181.6	7663.2	28852.5	6841.1	12354.7	4106	8780.8
217169_at	25.1	16.4	66.9	20.8	154.3	26.2	20.7	29.9	64.1	150.5	46.1	46.5	91.8	13.8	28.2	59.8
217170_at	21.3	27.9	12.4	15.5	12.7	18.1	11.2	27.6	25.5	110.2	13.7	26.2	15.9	19.7	41.9	40.6
217171_at	36.3	32.9	40.2	16.9	47.6	118.9	39.6	120.4	119.8	357.8	66.1	172.1	86.4	128.8	305.4	98
217172_at	43.3	40.6	66.6	20.7	18.3	43.1	41.7	40.8	72.1	85.9	28.3	34.4	32.4	27.4	99.5	180.8
217173_s_at	246	147.5	116.2	240.6	29.5	153.6	125	130.3	337.5	204.4	184.6	348.7	173.9	57.6	339.9	197.7
217174_s_at	12.1	34.6	23	12.2	9.4	20.8	20.7	66.8	22.6	46.6	10.4	34.3	12.6	6.4	30.3	18.4
217175_at	57.2	13	15.2	9.4	36.3	55	19.5	18	11.8	33.3	30.3	113.2	24.9	36.5	32.6	97.6
217176_s_at	734.7	305.2	401.4	771.6	668.3	447.8	279.3	423.8	745.1	452.4	260.4	274.2	425.4	489.3	516	276.5
217177_s_at	120.6	148.6	31	42.5	25.6	112.7	33.1	143.2	23.2	193.7	10.9	79.8	25.6	96.2	99.2	58.7
217178_at	43.8	248.3	108.7	83	22.8	47.7	116	84.9	357	357.2	51.8	182.5	124.5	102.4	261.3	298.3
217179_x_at	43.3	113.4	76.7	218.4	51.6	173.2	117.9	108.9	87.6	82.8	194.7	793.4	2822.2	214.2	647.2	273.3
217180_at	282.1	158.2	262.4	39.8	50.1	100.7	80.6	123.3	252.4	1060.7	107.7	469.9	414.2	135.6	473.8	596.5
217181_at	16.8	15.8	14.2	11.7	17.3	17.5	12.9	15.8	36.1	47.1	14.2	17.5	10.2	9.9	22.5	32.7
217182_at	153.9	113.5	186.8	171.5	178.4	173.9	169.8	111.7	206.8	506.1	112	178.7	121.2	139	239.8	198
217183_at	47.6	25.6	30.7	28.5	132.1	93.7	77.6	62.6	94.1	108.6	29	105.1	60.9	31.4	100.8	92.3
217184_s_at	49.5	192	138	141.6	98	180.7	36.2	226.5	1195.2	196	599.8	562.8	474.9	156.6	403.8	1120.1
217185_s_at	275.7	392.8	241	480.3	394.8	378	159.4	552.2	424.5	334.7	398.4	291.4	283.7	478.9	139.8	264.5
217186_at	25.8	39	16.6	47.9	4.3	84.6	42.8	11.5	19.2	285.5	16.5	6.6	115.3	27.3	10.2	49.7
217187_at	402.8	444.6	451.3	230.5	280.6	400.3	252.9	309.2	604.5	939	290.4	590	408	225.5	735.1	633.3
217188_s_at	84	128	510.8	931.9	1064.9	1161.2	1006.1	474.5	111.2	106.8	725.8	1119.5	654	1173.3	125.5	467.1
217189_s_at	539.7	572.6	507.2	485.7	638.8	743.7	405.9	611.4	755.5	1568.3	738.1	634.2	509	772.2	1127.7	1179.8
217190_x_at	94.1	45.3	8.2	48.3	43.1	68.5	45.7	62.3	43.2	75.9	48.2	41	131.8	13.3	45.4	64.3
217191_x_at	289.8	409.9	189.8	200	150.5	349.2	281	199.5	464.2	235.6	201.2	266.3	322	189.1	452.6	512.5
217192_s_at	80.9	216.4	144.7	202	106.3	319.8	181.4	337.7	365.1	943.1	223.5	291.5	243.9	182	427.9	186.1
217193_x_at	38.5	208.1	218.2	142.6	224.1	54.4	212.8	103.1	450.7	128.6	74.7	324.5	523.6	126.5	394	316.6
217194_at	21.5	37.2	3.1	2.6	1.9	3.9	2.7	16.9	2.8	82	18.8	2.5	0.9	2.9	62.7	2.4
217195_at	99	162.2	174.5	167.4	108.9	214.9	152.6	184.5	53.2	298	101.3	169.8	170.7	143	121.2	363
217196_s_at	6.8	29.5	6.8	4.9	25.6	8.3	13.5	7.6	18.1	156	53.4	22.1	8.2	11.1	18.8	20.5
217197_x_at	1314.4	1340.5	1730.5	1509.8	1624.9	1593.3	1651.8	1827.3	1037.1	1309.4	930.2	1428	1081.5	1218.6	1456.6	1563.1
217198_x_at	40.4	32.9	18.5	165.9	35.3	61.5	81.8	239.7	392.7	701.6	74.3	46.6	35.1	13.5	811.7	44580.4
217199_s_at	231.2	804.2	294.8	495.1	386.4	352.6	172.5	490.6	64.1	411.4	613.4	1064.2	322.5	515.7	1044.1	1448.8
217200_x_at	431.8	499.5	486.4	431.3	299.3	452.9	382.3	258.3	504.7	1116.1	375.5	746.5	361.5	421.4	1019	777.4
217201_at	9.2	7.2	12.6	12.1	10	18.5	48.5	18.8	15.7	53	6.2	17.2	10.5	7.1	26.2	87.5
217202_s_at	1115.5	873	113.1	81.8	1207.8	121.6	228.6	119.6	697.1	1138.2	1474	1321.3	836.3	601.5	972.6	1066.3
217203_at	50.8	12.6	44.8	51.3	94.5	16.2	108.5	32.8	17.7	213.7	185.6	77.3	18.1	50.3	111.7	90.2
217204_at	135.6	53.7	94.3	393.4	139.9	129.1	258.4	58.9	798.1	383.2	93.7	195.2	111.8	46.4	169.2	62.1
217205_at	285.3	319.6	241.1	191.5	194.2	217.8	170	276.9	419.5	116.5	194.5	272.9	128.3	146.3	307.6	325.3
217206_at	17.6	49.7	46.4	6.4	59.1	8.5	6.8	54.3	66.7	297.3	39.4	9.3	60.6	2	109.2	7
217207_s_at	492.4	611.7	457.2	412.5	299.4	434.2	411.7	392.9	849.4	474.4	436.8	970.3	489.7	393.7	962.3	929.4
217208_s_at	600	588.2	387.5	528.5	509	596	604	331.5	1084.6	972.4	261.4	300.9	413.4	306	998.4	629.1
217209_at	102.2	83.3	71.4	109.1	83.6	335.8	23.4	171.9	245.9	351.6	39.2	185.1	107.9	87.4	353.9	250.4
217210_at	53.2	70.3	89.7	22.4	17.3	18.4	12.6	97.1	172.7	394.9	61.4	196.7	10.5	66.3	27.7	15.4
217211_at	419.2	203.7	294	415.5	289	264.9	156.8	187.4	672.7	172.6	506.1	379.6	430.3	113.9	640.5	886.2
217212_s_at	132.1	328.7	218.5	197.9	154.7	403.4	327.1	232.3	233.4	760.8	303.4	229.4	183.1	291.3	400.7	387.4
217213_at	13.4	64.3	70.7	48.3	13.8	134.5	48	69.2	183.1	371.4	55.8	10.9	48.2	52.2	207.8	98.5
217214_s_at	86.2	64.1	19	24.6	11.7	203.4	65.6	10.6	89.9	360.8	15.2	27.6	72	6.9	145.6	217.6
217215_s_at	17.6	38.4	36.2	12.9	27.8	25.1	18.9	20.1	54.4	109.6	15.2	49.1	34.1	21	84.5	63.8
217216_x_at	296	405.9	276.3	408	386	502.7	392.4	364.6	213.9	548.2	317.3	422	389.8	396.5	645.5	682.1
217217_at	13.8	12.5	13.9	59.8	21.7	21.4	30.7	14.5	37.3	105.3	9.4	37.9	11.3	13.3	812.3	52.4
217218_at	132.9	101.9	113.7	175.5	166.2	27.4	100.2	168.8	249	257.7	96.8	233.9	140	101.3	249.2	186
217219_at	42.6	53.7	27.2	36.1	33.2	43	55	40.7	73.6	146.9	31.6	64.1	43.7	27.6	78.5	87.6
217220_at	61.4	154.6	81.3	65.4	69.5	84	49.4	80.3	46.3	69.3	90	99	65.6	31.7	122.6	47
217221_x_at	957.1	1039	675.9	907.5	1106.3	745	688.4	919	874.3	240.5	702	925.3	569	1025	1175.4	1244.7
217222_at	62.9	39.6	85.8	92.7	58.4	99.6	17.6	54.7	96.1	228.8	40.2	103.9	40	55.3	121	64
217223_s_at	33	35.1	20	109.1	306.2	33.8	111.4	41	331.3	91.9	19.2	185.3	133.3	342.9	489.6	205
217224_at	310.1	211.8	352.3	180.4	217.7	336.6	192.9	330.5	408.1	816.7	252.1	432.1	279.5	146	663	461.3
217225_x_at	3716.4	4266.4	2802.7	4304.6	4595.7	4386.7	3648.3	4460.8	3021.7	3472.4	3592.1	3915.1	3863	3792.2	5754.6	5313.7
217226_s_at	521.9	1032.3	433.7	589.1	856.3	623.8	631	832.9	534.4	427.4	772.6	722.1	576.9	514.3	1038.6	969.2
217227_x_at	172.3	194	103.4	81.1	305.4	247.4	202.4	273.2	414.8	493.1	65.5	131.6	19861.2	232.7	487.6	331
217228_s_at	38	46.9	77.6	22.8	139.9	140.5	119.7	236.3	226.6	121.9	120.1	173	87.2	16	159.7	203.6
217229_at	5.7	55.5	8.6	5.8	7.2	12	9.4	8.2	2.4	36.6	52.5	59.2	2.3	2.4	10.8	11.6
217230_at	857.2	61.4	111.8	223.3	434	79.7	217.2	146.3	667.4	590.2	170.1	255.1	66.2	98.4	184.3	366.6
217231_s_at	13.3	15.5	21.6	10.2	24.2	24.9	14	21.4	19.8	51.4	16.6	18.4	10.5	12.8	19.3	19.5
217232_x_at	361.1	636.8	1332.8	488.4	319.5	520.4	532.9	446.2	531.6	1245.5	427.4	945.6	563.7	631.8	866.8	839.4
217233_at	26.4	8.5	47.6	19.5	6.7	18	12.2	49.9	19.4	51.1	21.1	23.2	21.7	17.5	29.9	81.6
217234_s_at	25311.6	6009	5960.2	9313.6	6306.2	5954.3	6565.2	4080.5	36667	20595.8	8183.5	15572.3	7479.3	10426.3	7183.1	7698.5
217235_x_at	323.1	432	253.7	181.7	326.4	305.9	9796.3	159.3	579	585.7	205.7	41591.5	420	710.3	294.8	639.3
217236_x_at	86.6	43.6	97.7	167.7	185.5	108.2	38.3	272.7	206.1	113.9	70.6	301.5	95.3	238	610.1	684.9
217237_at	11.3	10.7	4.4	7.7	13.6	16.1	31.5	13.2	14.5	55.7	5.4	4.1	8.8	6.8	12	25
217238_s_at	11.7	95.2	63	5.5	82.8	24.8	32.8	90.2	46	411	7.2	55.8	28.6	33.6	26.9	152.3
217239_x_at	60.1	278.2	177.4	75.4	124.7	143.3	129.9	67.5	29.9	291.6	50.4	168.5	121.1	124	89.4	24.4
217240_at	108.9	54	113.4	28.5	35.6	167	36.8	51.8	84.4	145	27.1	172.6	46.6	28	65.3	66.2
217242_at	316.7	448.9	568.4	507.2	752.9	669.6	662.2	511.7	399.8	260.3	407.9	523.4	363.9	421.6	452.1	475.2
217244_at	56.7	178.3	119.6	140.3	88.3	213.6	140.3	30.6	131.2	481.5	31.5	179.6	156.8	22.3	317.5	338.1
217245_at	160.8	198.3	177.7	84.4	77.7	243.4	146.5	140.2	283	488.9	81.1	139.4	175.7	192.6	457	201.1
217246_s_at	148.2	191.9	94	117.4	147.5	169.9	146.7	158.5	211	80.8	166.6	19.8	117.6	79.6	71.4	204
217247_at	194.1	148.8	144.2	214.1	110.6	93.1	162	219.8	549.3	431	163.9	318	173.2	58.6	348.8	134.6
217248_s_at	8.3	180.8	18	48.9	9.6	29.5	31.2	74.2	143.5	64.6	22	151.1	7.4	29.8	65.3	33.9
217249_x_at	2231.8	1851.5	2397.3	2507.8	1926.9	2103.6	2313.6	1987.3	2849.6	2216.3	2067.4	2842.8	2199.4	1633.8	1852.5	2166.6
217250_s_at	103.7	98.8	78.3	112	47.2	39.6	106.8	16.6	62.8	74.9	30.9	66.3	91.8	48.8	512.1	144.9
217251_x_at	29.7	41.8	135.7	17.5	17.8	45.8	46.5	27.6	84.6	149.5	26.4	147	148.2	27.5	76.9	67.2
217252_at	142.2	178.7	178.9	147.6	213.3	170.2	64.2	173.8	193.3	126.2	172	206.1	164.8	118.4	199.1	217
217253_at	437.1	522.4	294.5	360.6	658	368.2	470.1	510.2	411.2	592.4	284.8	497	362.5	248.1	643.4	399.4
217254_s_at	72.1	189.6	95.4	101.3	182.8	134.1	28.5	27.7	137	65.7	142.2	27.1	70.7	109	114.3	170.7
217255_at	29.2	157.3	41.6	31.4	11.9	26.5	23.2	28.5	24.2	76.6	23.7	35	33	28.4	86.3	32.1
217256_x_at	10500.6	11673.5	8632.2	12874.3	7842.5	6291.1	10981.3	8421.5	12900.1	7827.9	7811.2	15576.7	9345.3	9899.8	6480.4	7268.8
217257_at	522.2	172.6	125.8	119.7	340.8	284.9	235.1	623.7	234.4	135.4	233.8	257.3	101.7	138.8	231.6	197.6
217258_x_at	19.7	117.1	35.7	24.6	84.8	64.6	930.1	143.1	31.5	42.3	22	772.9	233.2	136.9	41.6	14.8
217259_at	197.4	87.1	202.1	31.3	254.5	233.3	273.2	139.6	99.5	116.8	158.7	31.4	131.8	162.4	77.8	23.2
217260_x_at	17.3	154.3	548	11.6	20.7	165.3	49.7	31.5	86.4	59.5	70.6	942.8	97.9	489.4	44.3	51.3
217261_at	255.6	204.8	285.9	132.9	235.4	403.3	305.5	270.6	372.7	700.8	143.3	486.3	291.1	142.5	475.5	477.7
217262_s_at	259.9	39.5	5.6	127.1	12.8	11.2	11.2	3.7	401.8	307.2	53.1	24.5	8.3	44.3	154.7	14.1
217263_x_at	62.8	122.8	26.5	72.3	111.9	279.5	188.7	23	423.4	118.9	96.6	32.7	89.4	108.6	308.1	139.9
217264_s_at	46.8	33.3	111	104	205	45.1	109.5	70.2	118.1	74.5	166.5	252.8	94.5	171.7	142	260.7
217265_at	4.3	11.1	4	3.4	6	11	4.9	9	8.6	29.4	4	9	5.2	8.2	16.5	8.1
217266_at	2656.6	2443.5	1724.8	2510.2	1701.4	1389	2275.6	1919.8	3577.6	2030.6	2346.5	2904.2	3074	2543.3	1578.3	1329.2
217267_s_at	64.3	12.5	70.8	28.2	99.5	82.8	45.7	65.7	8.6	27	48.5	4.6	39.6	54.8	109.9	11.7
217268_at	35.2	6.9	54.5	27.8	35.4	10	67.4	32.2	8.5	117.9	67.5	13.6	36	25.9	127.5	21.7
217269_s_at	296.9	594.3	344.1	372.8	527.5	501.2	546.4	453.6	709.8	1389.4	444.8	614.9	613.2	385.3	866.7	964.4
217270_s_at	30	35.4	21	27.5	43.3	48.7	39.4	28.7	294.8	364.7	85	169.5	39.3	19.6	217.1	317.1
217271_at	91	24.6	84.6	80.5	95.4	185	181.7	142.1	73.3	512.3	100.6	189.1	94.1	21.1	213.4	171.6
217272_s_at	110.8	197.7	65.1	26.1	80.9	26.9	104.8	117.6	309.3	406.2	82.5	233.9	106.1	31.7	218.4	139.8
217273_at	177.5	224.2	47.6	46.1	19.2	63.7	37.4	43.6	100.6	417.1	28.2	281.2	59.8	39.6	80.4	235.5
217274_x_at	203.9	425.4	206.6	191.4	213.6	241.7	271.1	255.7	546.7	1039	348.8	283.8	258.5	255.8	645.5	380.1
217275_at	63.4	79.2	67.3	59.3	78.6	101.5	89.2	78	138.6	224.5	77.9	111.1	65.8	64.3	118.7	138.8
217276_x_at	20.9	58.1	34.5	31.9	50.1	47.1	57.8	16.6	88.7	47.8	29	92.2	36.8	45	115.5	259.6
217277_at	120.1	219.6	26.8	94.2	105.7	67.5	40.2	110.8	267.6	90.9	111.3	215.6	108.4	120.5	133.2	24
217278_x_at	17.1	19.9	11.3	8.6	4.6	70.1	34.9	19.3	29.4	49	13.5	18.9	15.7	22.4	15.1	20.4
217279_x_at	23	37.6	53.3	35.7	67.8	81.7	49.6	38.9	95.4	200.2	25.8	71.1	36.7	29	143.6	119.7
217280_x_at	79.6	175.5	38.9	11.8	10.3	223.6	216.1	20.7	192.1	368.4	27.9	138.1	40.1	18.9	300.6	346.9
217281_x_at	17.9	502.5	9604.4	11.4	9.1	8.6	425.9	26.4	78.8	92.5	9.2	10204.4	2032.6	2329.5	34.4	15.1
217282_at	149.9	93.2	140.1	84.4	153.8	141.2	224	90.3	117.1	173.8	100.5	37.4	105.3	113.4	142.2	202.7
217283_at	8.7	28.7	4.8	7.8	10.2	13.3	7.7	13.7	30	78.7	14.7	25.6	7.5	12.6	25.8	19.4
217284_x_at	74.7	206.3	173	106.6	134.9	78	154.7	170.2	63.7	93.6	32.7	270.4	125.4	84.3	223	310.7
217285_at	220.9	42.6	59.7	44	48.5	58.8	32.1	54.7	33.7	180.2	77.7	46.6	40.2	29.1	77.8	72.9
217286_s_at	1111.6	1917.6	1625.1	3743.4	3814.3	3530.1	3451.8	2760	866.8	577	2280.7	3113.3	2242.1	3395.5	1859.1	1649.6
217287_s_at	83.4	109.2	136.1	15	131.8	16.7	92.6	124.5	396.2	284.4	75.3	78.3	117.1	79.4	359.7	105.2
217288_at	115.7	10.1	101	76.7	95.7	127.8	36.4	54.8	18.2	236.8	67.9	155	15.4	26.9	28.7	191.7
217289_s_at	130.3	254.8	195.1	175.3	197	144.6	279.9	236	161.1	120.5	164.8	219	72	143.5	393.4	362.9
217290_at	17.2	20.5	21.7	14	13.2	23.6	12.8	19.1	9.9	66.5	15.9	14	21.1	9.9	25.9	17.7
217291_at	353.3	272.8	180.7	33.8	408.4	255.2	117.8	251.1	577.5	156	29.9	51.1	156.6	242.9	675.7	346.5
217292_at	53.7	91.1	9.9	6.8	13.1	120.4	116.4	91.8	12.2	231.2	25.5	69.8	38.3	6.3	14.2	50.2
217293_at	556.1	654.8	532.8	407.3	546.3	548	731.9	560.8	569.1	1296.3	385.5	450.2	433.2	406.6	924.2	677.8
217294_s_at	613.2	1349.1	706.6	1460.1	932.5	961.1	697.9	783.8	1339.7	1609.4	1041.3	3020.4	1173.3	1771.4	2275.5	2465.6
217295_at	213.6	295.3	259.4	51.5	51.2	216.3	52.4	168.7	76	115.4	202.9	487.8	166.6	172.9	629	483.4
217296_at	71.4	72.4	226.3	119.7	114.2	167.4	234.3	42.8	133.9	516.7	132.2	210	165.7	110.1	317.4	231.4
217297_s_at	650.8	942.2	228.3	550.7	550.9	354.8	302.7	431.7	2297.6	3791.5	610.2	721.1	674.6	553.6	1851.2	2663.7
217298_at	25.7	22.8	24.4	23.2	17.5	29.8	21.5	23.8	31.8	60.6	19.6	42.4	26.3	15.9	78.5	64.9
217299_s_at	476.3	393.7	516.6	434.2	421.6	460.2	533.1	508.2	341.5	335.3	357.6	263.8	437.9	546.1	290	312.9
217300_at	230.7	190.3	189.2	237.1	374.8	251.4	317.5	218.9	401.4	544.8	205.6	362	266.6	116.5	418.9	387.1
217301_x_at	3189.7	4746.8	7131.4	6862.1	7949.2	7436.8	5927.6	7563.7	2813.2	3068.1	7393.3	4758.2	6767.6	8791.3	5167.8	4717.5
217302_at	113.5	266.8	104.1	48.2	93.4	203.6	42.3	73.3	214.6	341.5	23.1	103.2	119.9	55.8	155.5	124.7
217303_s_at	14.6	21.9	17.8	13.3	22.6	16.5	32.6	30.5	17.3	92.9	11.1	19.5	11.4	11.6	21.8	18.2
217304_at	114	229.7	145.8	118.6	126.9	181	93.6	56.2	240.1	394.2	109.3	218.6	133.8	104.3	323.5	254.3
217305_s_at	11.3	127	140.3	109.1	12.1	22.6	50.9	67.5	84.7	489.4	90.9	121.3	132.6	37.2	256	197.2
217306_at	4.2	6.2	16.5	41.5	25.6	88.9	66.9	52.7	86	338.1	35.7	62.1	19.8	30.3	70.4	35.6
217307_at	188.2	15.2	59.4	185	89	40.9	36.9	121.2	122.8	61.7	116	192.1	87.2	24.6	43.8	142.1
217308_at	10.5	16.6	16	8.4	10.8	16.4	26	11.4	40.3	68.4	10.8	20.2	10.1	8.1	34.6	20.8
217309_s_at	272.6	303.5	387.7	718.5	570	437	351.5	369.9	404.1	91.5	324.9	781.5	419.5	614.3	440.1	556.3
217310_s_at	419.8	426.4	477.7	417.4	424.3	457.2	374.3	319.1	411	771.3	369.1	370.6	377.3	551	725.8	526.1
217311_at	15.8	18.4	16.3	50.1	17.7	94.1	16.7	30.2	77.1	61.6	16.9	59.3	15.9	15.8	123.9	36.9
217312_s_at	50.1	70	34.7	47.4	34.6	275.5	56.3	47.1	105.6	428.6	27.7	81.4	51	27.6	86	123
217313_at	1613.2	1466	1038.7	1235.7	1278.6	1389.7	1266	1155.9	1339.4	1182.6	1137.2	1831.6	1078.7	1068.7	1469.1	1380.4
217314_at	27.8	33.4	13.4	16.8	17	28.2	32.5	27.7	31	102	15.2	32.4	25.3	6.8	34.7	42.4
217315_s_at	129.2	206.6	135.3	81.4	51.9	240.5	130.3	189.3	227.4	464.8	188.9	216.5	189	87.6	482.8	194.5
217316_at	29.5	31.8	15.8	22.1	11	10.7	35.5	32.6	26.8	71.7	21.2	68.5	20.4	17.4	29.8	32.2
217317_s_at	1184.1	2302.1	1284.7	2525.2	2458.7	2553.3	2497.3	1800.4	669.4	721.3	983.7	1924.5	2630.7	1449.4	1688	1568.5
217318_x_at	104.6	223.1	70.5	72.4	37.7	221.8	35.2	83.3	166.3	341.1	65.5	227.5	108.9	69.1	182.7	63.2
217319_x_at	143.6	182.1	112.2	7.4	19.5	10.2	31.5	47.2	99	310.4	59	139.4	111.1	80.1	245.6	131.3
217320_at	11.1	11.5	3.2	8	9.8	11.8	39.5	26.6	27	57.8	20.5	158.6	13.8	77.6	10.2	14.2
217321_x_at	6.3	49.4	137.1	3.2	66.6	69.8	45.2	92.8	71.2	47.9	90.2	11.9	112.7	41.6	164.1	23.1
217322_x_at	1044.4	1021.4	795.8	592.7	1070.1	992.2	752.2	1120.4	813	1007.4	813.6	721.8	827.6	583.4	921.5	675.2
217323_at	166.1	39.7	6.8	40.3	5.3	32.5	8.2	107.5	76.5	61.1	5.6	16.7	26.1	51.3	46.3	29.5
217324_at	139.4	227.2	215	165.5	239.9	208.5	125.8	147.4	356.3	684.2	125.4	318.1	232.8	178.6	464.6	333.1
217325_at	167	260.8	126.5	28.1	150.9	111.8	144.5	127.8	229.4	328.3	147.4	198.3	149.8	73.8	231.9	189.9
217326_x_at	19.9	347.3	164.3	32.7	26.1	38.8	72.1	39	62.2	50.3	60.3	343.7	105.9	37.1	183.9	208.4
217327_at	76.9	19.5	371.5	184.2	157.5	277.2	274.2	30	96.2	352.6	147.3	55.6	46.8	18.9	249.1	17.2
217328_at	88.7	30.2	73.4	122.3	104	155.7	167.5	276.4	83.6	58.9	110.5	15.1	104.7	108.7	159.7	52
217329_x_at	594.3	600.6	728.8	743	575.1	557.2	719.1	726	1001.6	326.4	612.7	1411	646.8	402.2	368.2	453.2
217330_at	37.6	285.4	28.8	129.5	37.5	132.3	194.6	35	285.5	138	59.3	163.1	169.7	117	165.3	268.3
217331_at	413.1	708.6	368.9	341.9	167.1	368	426.6	314	529.8	1037	285	575	363.4	249.8	844.2	541.5
217332_at	61.7	153.1	120.7	107.3	112.8	154.5	140.6	116	207.9	419.5	150	212.3	116.1	73.9	166.2	47.6
217333_at	5.4	8.7	10.3	6.1	5	11.2	23.8	10	10.4	118.4	14.3	13.6	5.1	3.5	15.6	13.9
217334_at	13.5	23.1	17.4	20.9	17.5	33.6	22.3	8.6	41.8	146.5	15.5	61.8	35.6	29	61.2	84.6
217335_at	157.2	122.9	213.4	64.2	99.7	164.8	211.7	133.7	234.3	132	110.5	208.5	164.8	14.9	363.4	369.8
217336_at	1184.7	1103	823.2	1396.2	878.8	1039.1	896.6	891	2383.4	1479.5	871.8	2095.3	1114.6	880.4	1442.6	1020
217337_at	77.8	72.3	134.5	119.5	127.2	128.2	281.9	23	96.2	44.7	55.8	119.8	160.2	131.6	308.2	285.6
217338_at	220.1	256	88.6	57.2	83.6	36.6	18.9	209.4	50.6	438.1	113.6	53.1	178.6	103.3	266.1	328.3
217339_x_at	21.8	48.5	16.4	42.7	35.9	33.7	42.6	51.8	157.5	71.3	27	27.9	33.2	18.2	62.6	12.4
217340_at	222.1	263.3	263	270.8	245.5	196.6	206	202.4	552.4	392.2	113	332.3	245.1	187.3	195.6	307
217341_at	164	124.1	160.4	190.3	94.9	326.8	39.2	144.2	331.6	168.3	97.9	177.8	46.6	60.3	348.2	491.9
217342_x_at	93.1	83	137.6	183.8	80.3	267.1	88.8	107.6	274.2	77.3	133.4	168.4	276.4	157.9	563.3	315.2
217343_at	43.9	53.6	57	60.2	47.9	99.9	66.4	16.3	47	106.7	31.4	128	85.9	34.4	130	70.1
217344_at	31.3	106.6	14.1	91.5	44.8	56.1	93.1	60.7	199.7	71	91.6	23.5	22.1	124.3	106.6	45.5
217345_at	4.2	21.3	8.8	8.2	40.2	59	13.5	12	13.8	161.2	5.9	8.5	7.2	35.6	55.8	118.2
217346_at	348.3	686.4	326.1	360.9	477.5	743.1	461.7	412.4	243.8	772.5	484.5	448.2	338	349	738.8	468.7
217347_at	527.5	917.8	576.6	537.6	564	510.3	901.1	652.1	1104.7	979.6	313.3	1185.6	697.6	595.1	972.4	982.3
217348_x_at	382.4	453.1	289.6	211.9	266.1	468.7	350.5	656.4	555.1	706.3	445.7	572.1	290.1	504.7	292.4	714.5
217349_s_at	107.7	189.9	32.8	66.5	49	20.3	24.4	37.9	74.4	357.2	181.8	84.1	34.2	33.7	86.5	86.1
217350_at	25.9	12.7	8.9	18	21	12.1	10.7	16.2	30.4	96.7	109	35.1	12	10.7	274.6	345.1
217351_at	8.9	22.5	16.3	6.8	10.1	12.1	12.5	8.1	21.2	42.7	27	18.8	7.3	22.1	36.3	43.6
217352_at	125.6	194.2	172.8	179.3	24.8	311.3	147.5	130.6	145	107.7	213	63.8	74.7	153.1	245.1	72.4
217353_at	374.7	199.3	320.5	213.3	163.8	121	218.1	180.9	625.5	545.9	243.8	282.5	282.8	233.2	503.8	341.3
217354_s_at	230.2	415.1	192	159.9	304.9	239.1	147.3	157.2	289.7	378.2	130.3	350.2	100.3	258.5	323	429.4
217355_at	115.3	133.2	140.7	93.6	47.2	237.3	166.5	114.7	522.6	685.4	264.3	356.6	97.2	146.4	251.9	225.7
217356_s_at	2792	3347.9	3470.1	5151.7	4057	4523.9	3714.6	3566.6	3111	1991.2	4416.3	5088.8	3471.4	4410.1	3211.7	2880.9
217357_at	41.3	87.5	30.1	80.5	31.1	100.3	39.4	33.5	27.7	56.5	24.9	42.3	35.5	13.7	74.3	61.1
217358_at	240.9	202.8	299.2	138.4	115.3	60.5	280.2	53.4	407.4	382.7	242.1	317.3	253.1	230.3	329.1	327
217359_s_at	225.1	371.2	192.2	257.7	120.2	135.9	170	283.8	369	612.4	238.6	369.8	216.8	136.6	413.5	364.3
217360_x_at	19.8	323	54.3	22.1	6.1	87.1	10.8	32.5	15	62.3	38.4	574.6	328.6	239.5	19.1	19.4
217361_at	13.3	38.1	58.3	100.6	27	171.5	301.7	12.1	23.2	93.5	16.6	20.7	42.7	100.2	38.5	32.6
217362_x_at	851.8	3758.3	6058.4	5450.1	4251.1	6159.8	1432.4	4685.3	3561.9	7446.2	5349.8	7967.1	2507	4007	6103.8	1339.2
217363_x_at	1320.7	1556.5	916	859.4	1164.4	261.3	784.5	317.4	1365.6	982.8	357.6	766.2	380.2	791.3	536.4	859.8
